"","text","score"
"358","never settle 

keep creating 

<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38>",0
"359","happy international womens day 
blackferns doing what they do best 
 
 genesis",2
"360","creators have no boundaries even in the dark we create nite crawler pack ready to hit the pitch in these copa …",0
"361","cracked my phone today with my adidas cleats cracked screens",-2
"362","don t try just be a champion <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31>",1
"363","introducing the home jersey 
exclusively available now",1
"364","adidas girls are <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61>",0
"365","i continue to prove em wrong <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E38> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66> earn it <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>",-1
"366","yesterday’s on feet",0
"367","welcome",1
"368","benjo the creator s champ <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63>",1
"369","bon samedi <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E66> enjoy your saturday",1
"370","forza juve <U+26AA><U+FE0F><U+26AB><U+FE0F> beautiful game gigi higuain and the jewel <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35> here they come <U+26BD><U+FE0F>",1
"371","i finally copped these and have had fun creating this image they aren t everyone s favourite shoe by any means but…",1
"372","current denver metro clubball anxiety karma breeds desperation half truths trademark infringement etc cbeba is sup…",-3
"373","adult pick up games tonight in richardson 
 amp up pm pm 
 
 …",0
"374","day in day out you have to keep on pushing there is no finish line your body and your health are a life time pro…",0
"375","lot de folie <U+270C><U+FE0F>",0
"376","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65>with great power comes great responsibility be sure to bang in a few beauties with these <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65>",2
"377","the glitch nocturnal ii pack has dropped imagine the amount of dip swerve and curve you’ll get with these <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E62> to unlock glitch…",-1
"378","rt rt blackferns we don’t try to be someone else we carve our own path the are adid…",0
"379","rt worldrugby rt blackferns we don’t try to be someone else we carve our own path the are…",0
"380","currently going through a m i d life crisis 
 
 …",-1
"381","···
it is going to be a great atmosphere at san siro tomorrow <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34> let s do this together f…",1
"382","they wanna know him <U+2B50><U+2B50><U+2B50>",0
"383","create everywhere <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63> <U+26BD><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64> 
 
 
 
 
 
 
 
 
 …",0
"384","here are some of my original design concepts i usually draw shoe designs but decided to incorporate some of my traditi…",0
"385","huge thank you to for the sweet gear heading into the ncaa tournament this week you know what they say “look…",2
"386","introducing for 
 https …",0
"387","creators gonna create",0
"388","retweeted adidas uk 

mo speed <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E38>",0
"389","it seems that demanding for make me an open borders radical according to 
who s…",-1
"390","more than a jersey review the ’ primary kit which will debut this saturday …",0
"391","enjoy what you do and create the future you want to see",1
"392","calling all creators 
pull up a chair 
let s create",0
"393","d a n c e
d a n c e
d a n c e
d a n c e
b o o s t

always dope sessions with the homie he’s one of the mo…",-1
"394","what s your pick from the adidasfootball cold blooded pack …",-1
"395","resourceful humble and flexible to change 

kremena is 

discover your story at adidas careers …",3
"396","today it was photoshooting time <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38><U+263A><U+FE0F> stay tuned new pictures coming soon with https …",0
"397","creators design lab 

adidas gauntlet uniforms <U+2714><U+FE0F>
silver gauntlet uniforms <U+2714><U+FE0F> 
next up lady wall <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>

 …",0
"398","unbox 
unleash creativity 
available now",0
"399","night vision 
the all new nocturnal skin available exclusively via the glitch app <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37> 
 …",0
"400","a masterclass of class directed by 
the new coldblooded exclusively available on",1
"401","celebrating moments 
the new moment skins exclusively available via the glitch app in <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E37> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E61> amp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37> 
 …",0
"402","we re we lead we don t follow 
 and the bianconeri take the…",1
"403","flying high on <U+26BD><U+FE0F>
 is",0
"404","speed by 
directed by",0
"405","goal after goal after goal 
 is",0
"406","flowing with the go 
adidas employee kremena found yoga and a more holistic way to tackle work …",1
"407","we believe in the we are with freelancers remote workers creative minds amp founders contact us amp <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31>",1
"408","maybe do an arsenal and announce the crowd at next time or man city and get supporters to…",0
"409","such amazing work rianna <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63>",2
"410","it here",0
"411","unmatchable agility",1
"412","a little preview of the campaign shot by me with this amazing ladies …",1
"413","brilliant lmao <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>",1
"414","with david beckham",0
"415","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38> event here is a quick photo reportage on the event which took place this afternoon 

 …",0
"416","who have you got on or see our…",0
"417","team sports welcomes pelham schools to adidas proud to be a part panther nation is",1
"418","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E38> event here is a quick photo reportage on the event which took place this afternoon …",0
"419","the latest chapter in its campaign has launched told through the lens of fe…",0
"420","lack of can be fixed lack of not so much …",-2
"421","switch it up change your game <U+26A1><U+FE0F>
the new skins available now through the glitch app in the uk amp germany 
 …",0
"422","from the stadium to the street the roots run deep 
 is",0
"423","when you are your own boss <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63><U+270C><U+FE0F>
business day today <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+200D><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E62>
 
 …",0
"424","here to create",0
"425","adidas mid ultraboost my snow shoe keeping me dry and fly looking …",0
"426","same old speed drills think again 
creators do it their own way create your own waves <U+2795><U+2795><U+2795>",0
"427","back baby <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39>happy to launch season ii of my pp collection with",0
"428","kicking off the weekend 

 is back",0
"429","cold blooded control 
available now",0
"430","the explains how official have a transformative effect on people’s lives fardowsa a young ac…",0
"431","yesterday we were excited to welcome david in palais brongniart with <U+2714><U+FE0F> w …",2
"432","the explains how official have a transformative effect on people’s lives fardowsa a young…",0
"433","monday motivation mode is always on <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E66><U+26BD>",0
"434","training the way 
directed by jesselingard 
explore agility here",1
"435","david beckham x adidas",0
"436","manutd training the way 
directed by jesselingard 
explore agility here",1
"437","recognize athletes for creativity",0
"438","flexxx it 
<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+393C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>no one ever really dies featuring",-1
"439","dear thank you for creating this 
i m not made for the gym but i will run the streets with these tights…",1
"440","all black everything <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E36><U+613C><U+3E34>

online now",0
"441","it really came with a pack of cookies lol adidas aren t playin this year and i m not ma…",0
"442","d a n c e
d a n c e
d a n c e
d a n c e
b o o s t

always dope sessions with the homie he’s one of…",-1
"443","this evening david in the in <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E37> …",0
"444","stay in focus 

ultra boost solar red

 
 
 
 …",1
"445","year iv calling all creators 

online tryout registration",0
"446","creators design lab 

adidas gauntlet uniforms <U+2714><U+FE0F>
silver gauntlet uniforms <U+2714><U+FE0F> 
next up lady wall <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>",0
"447","classics",0
"448","i m not sure how i missed this…",-1
"449","great feeling to win the first derby outside the uk <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31> thank you houston smiles all around <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+393C><U+3E64> …",4
"450","topical references banter baldness 

this review of our secondary jersey has it all …",0
"451","love the colors learn the story review the fc dallas primary jersey https …",1
"452","the one who falls 
and gets up is so 
much stronger than 
the one who never fell 
 …",-1
"453","huge thank you to for the sweet gear heading into the ncaa tournament this week you know what they say “l…",2
"454","see creativity <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E37> maya m photographed by vincent rochefort photography ht…",0
"455","update on a release date check it out",0
"456","see creativity <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E37> maya m photographed by vincent rochefort photography …",0
"457","this is what sport needs way to rep the adidas fam hannah",0
"458","raising up female creators sport needs more positive influences like you",2
"459","is sending actual logo printed cookies <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E61> and milk <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E62> with their new cookies amp cream ultra boosts 

best bra…",1
"460","uk just seen your video positive body education",1
"461","time to let the football do the talking <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65>
honoured to be captain of tangosquadfc
thank you and …",0
"462","just received the news i been waiting a while for lol <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E38> let’s goooo",0
"463","current denver metro clubball anxiety karma breeds desperation half truths trademark infringement etc cbeba i…",-3
"464","the beautiful game is a simple language even in india",1
"465","aime",0
"466","come on in we’re waiting for you we want to take care of all your beauty needs from hair to skin body makeup a…",1
"467","fire in the game <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E65>
leave defenders in the dust like alex hunter in pyro storm 
 
 …",0
"468","european royalty are into the quarter finals of the <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36>",0
"469","favorite shoe",1
"470","calling all creators in nc amp sc we got you covered",0
"471","nite crawler pack – <U+26AB><U+FE0F> perfection 
–
shot for 
–
 …",1
"472","human x species 

pharrell hu nmd “human species”

with more pharell’s releasing soon i thought i’d post some thro…",0
"473","it’s a special time of the year",0
"474","nuevas nite crawler",0
"475","love this campaign",1
"476","i’m here for the amazing brand voice continues to display",1
"477","thanks to for picking me up from school early and getting me food just to drop back off …",0
"478","taking it yeezy <U+2716><U+FE0F><U+2716><U+FE0F>",0
"479","testing out the all new at 
 …",0
"480","let s keep on creating kenzie",0
